system_id,task_id,status,reason,within_budget,target_test_passed,regression_passed,syntax_valid,model_calls,supervisor_api_calls,tool_calls,total_tokens,duration_ms,estimated_api_cost_cny,execution_path,result_path,trace_path
fixed_hybrid,quixbugs_bucketsort,succeeded,VALIDATION_PASSED,True,True,True,True,22,2,21,59730,129980,0.207552,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_bucketsort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_bucketsort/trace.jsonl
fixed_hybrid,quixbugs_flatten,failed,固定流水线没有通过完整验证的候选,True,False,False,False,16,1,16,36036,104122,0.095712,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_flatten/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_flatten/trace.jsonl
fixed_hybrid,quixbugs_get_factors,failed,固定流水线的必要上游节点失败,True,False,False,False,17,0,12,39854,127912,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_get_factors/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_get_factors/trace.jsonl
fixed_hybrid,quixbugs_hanoi,failed,固定流水线的必要上游节点失败,True,False,False,False,13,0,8,27099,66273,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_hanoi/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_hanoi/trace.jsonl
fixed_hybrid,quixbugs_knapsack,succeeded,VALIDATION_PASSED,True,True,True,True,17,2,16,46471,154407,0.20064,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_knapsack/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_knapsack/trace.jsonl
fixed_hybrid,quixbugs_lcs_length,failed,固定流水线的必要上游节点失败,True,False,False,False,11,0,6,22586,94557,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_lcs_length/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_lcs_length/trace.jsonl
fixed_hybrid,quixbugs_lis,failed,固定流水线的必要上游节点失败,True,False,False,False,15,0,10,34762,132965,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_lis/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_lis/trace.jsonl
fixed_hybrid,quixbugs_next_permutation,failed,固定流水线的必要上游节点失败,True,False,False,False,8,0,6,16117,37699,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_next_permutation/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_next_permutation/trace.jsonl
fixed_hybrid,quixbugs_quicksort,failed,固定流水线的必要上游节点失败,True,False,False,False,5,0,3,7412,29640,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_quicksort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_quicksort/trace.jsonl
fixed_hybrid,quixbugs_sieve,failed,固定流水线的必要上游节点失败,True,False,False,False,9,0,7,16764,55447,0.0,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_sieve/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/fixed_hybrid/quixbugs_sieve/trace.jsonl
dynamic_hybrid,quixbugs_bucketsort,succeeded,VALIDATION_PASSED,True,True,True,True,18,6,12,63166,215534,0.641928,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_bucketsort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_bucketsort/trace.jsonl
dynamic_hybrid,quixbugs_flatten,failed,"Validation N8 failed with a syntax_failure (ruff UP028 linting error on yield vs yield from). The replan budget (max_replans: 1) has already been exhausted by replan.1@v1. According to the constraints, we cannot bypass the budget to create additional patch tasks, and we cannot finalize a task with a failed validation. Thus, we must terminate the task.",True,True,True,False,24,9,19,116582,322027,1.250088,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_flatten/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_flatten/trace.jsonl
dynamic_hybrid,quixbugs_get_factors,failed,"All patch attempts (minimal and robust) have failed with patch_apply_failure. The maximum number of replans (1) has been exhausted, and no further patch generation approaches can be attempted within the budget constraints. Terminating the task as it cannot be safely continued.",True,False,False,False,34,9,11,113518,423520,1.035156,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_get_factors/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_get_factors/trace.jsonl
dynamic_hybrid,quixbugs_hanoi,succeeded,VALIDATION_PASSED,True,True,True,True,27,9,17,107345,353971,1.057524,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_hanoi/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_hanoi/trace.jsonl
dynamic_hybrid,quixbugs_knapsack,succeeded,VALIDATION_PASSED,True,True,True,True,15,6,10,56425,207026,0.637344,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_knapsack/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_knapsack/trace.jsonl
dynamic_hybrid,quixbugs_lcs_length,succeeded,VALIDATION_PASSED,True,True,True,True,21,6,15,74121,240147,0.641724,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_lcs_length/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_lcs_length/trace.jsonl
dynamic_hybrid,quixbugs_lis,failed,OUTPUT_TOKEN_BUDGET_EXHAUSTED,True,False,False,True,31,11,18,179338,556311,1.584708,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_lis/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_lis/trace.jsonl
dynamic_hybrid,quixbugs_next_permutation,succeeded,VALIDATION_PASSED,True,True,True,True,18,6,12,67416,250527,0.703512,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_next_permutation/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_next_permutation/trace.jsonl
dynamic_hybrid,quixbugs_quicksort,succeeded,VALIDATION_PASSED,True,True,True,True,13,6,9,49489,184285,0.628176,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_quicksort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_quicksort/trace.jsonl
dynamic_hybrid,quixbugs_sieve,succeeded,VALIDATION_PASSED,True,True,True,True,15,7,10,60120,217942,0.760668,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_sieve/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/dynamic_hybrid/quixbugs_sieve/trace.jsonl
no_second_diagnostician,quixbugs_bucketsort,succeeded,VALIDATION_PASSED,True,True,True,True,13,6,9,48854,169449,0.602892,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_bucketsort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_bucketsort/trace.jsonl
no_second_diagnostician,quixbugs_flatten,failed,"Validation N7 failed with syntax_failure due to a ruff linting error (UP028) on patch N6.patch@v1, despite target and regression tests passing. The budget allows a maximum of 1 replan, which was already consumed by replan.1@v1. Since no further replans are permitted and the validation did not fully pass, the task cannot be finalized or safely continued within the remaining budget constraints.",True,True,True,False,20,10,15,107539,358585,1.302792,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_flatten/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_flatten/trace.jsonl
no_second_diagnostician,quixbugs_get_factors,failed,"The PatchAgent has failed multiple times (N4, N5, N7) to produce a valid structured patch due to formatting errors and token exhaustion. The maximum replan budget (1) has already been exhausted via N6. It is not possible to safely continue or bypass the budget constraints.",True,False,False,False,47,9,24,186879,477525,1.033272,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_get_factors/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_get_factors/trace.jsonl
no_second_diagnostician,quixbugs_hanoi,succeeded,VALIDATION_PASSED,True,True,True,True,20,7,13,74929,252464,0.766008,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_hanoi/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_hanoi/trace.jsonl
no_second_diagnostician,quixbugs_knapsack,succeeded,VALIDATION_PASSED,True,True,True,True,16,7,10,65108,202772,0.71142,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_knapsack/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_knapsack/trace.jsonl
no_second_diagnostician,quixbugs_lcs_length,succeeded,VALIDATION_PASSED,True,True,True,True,12,6,8,48750,216282,0.701028,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_lcs_length/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_lcs_length/trace.jsonl
no_second_diagnostician,quixbugs_lis,failed,OUTPUT_TOKEN_BUDGET_EXHAUSTED,True,False,False,False,48,11,29,230961,683032,1.486848,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_lis/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_lis/trace.jsonl
no_second_diagnostician,quixbugs_next_permutation,succeeded,VALIDATION_PASSED,True,True,True,True,17,8,9,71343,301231,0.954816,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_next_permutation/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_next_permutation/trace.jsonl
no_second_diagnostician,quixbugs_quicksort,failed,"Validation N7 failed with target_test_failure for patch N6. The replan budget has been exhausted (1/1 replans used, remaining_replans: 0), and the patch agent failed to generate a correct or distinct patch after the first failure. No further replans or safe continuations are possible.",True,False,False,True,19,9,14,94635,363190,1.206684,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_quicksort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_quicksort/trace.jsonl
no_second_diagnostician,quixbugs_sieve,succeeded,VALIDATION_PASSED,True,True,True,True,12,6,8,49326,218064,0.705528,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_sieve/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_second_diagnostician/quixbugs_sieve/trace.jsonl
no_challenge_rebuttal,quixbugs_bucketsort,succeeded,VALIDATION_PASSED,True,True,True,True,18,9,10,67022,279158,0.904044,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_bucketsort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_bucketsort/trace.jsonl
no_challenge_rebuttal,quixbugs_flatten,failed,"Validation N7 failed with target_test_failure because the second patch attempt (N6) incorrectly reverted the core logic fix (retaining 'yield flatten(x)' instead of 'yield x' in the else branch). The maximum replan budget (max_replans=1) has already been exhausted by replan.1. According to the hard constraints, we cannot replan again to bypass the budget limit. Therefore, the task cannot be safely continued and must be terminated.",True,True,True,True,19,9,14,85487,287840,1.069224,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_flatten/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_flatten/trace.jsonl
no_challenge_rebuttal,quixbugs_get_factors,failed,"PatchAgent failed to generate a valid structured text replacement twice (N3 and N5). The maximum number of replans (1) has been exhausted, and no further safe continuation is possible within the budget constraints.",True,False,False,False,27,9,8,96151,332009,0.996816,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_get_factors/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_get_factors/trace.jsonl
no_challenge_rebuttal,quixbugs_hanoi,succeeded,VALIDATION_PASSED,True,True,True,True,15,6,10,55577,211110,0.664368,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_hanoi/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_hanoi/trace.jsonl
no_challenge_rebuttal,quixbugs_knapsack,succeeded,VALIDATION_PASSED,True,True,True,True,12,6,7,48598,201524,0.656976,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_knapsack/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_knapsack/trace.jsonl
no_challenge_rebuttal,quixbugs_lcs_length,succeeded,VALIDATION_PASSED,True,True,True,True,16,7,10,60589,194543,0.69354,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_lcs_length/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_lcs_length/trace.jsonl
no_challenge_rebuttal,quixbugs_lis,failed,OUTPUT_TOKEN_BUDGET_EXHAUSTED,True,False,False,False,31,9,16,124917,533218,1.379496,standard,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_lis/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_lis/trace.jsonl
no_challenge_rebuttal,quixbugs_next_permutation,succeeded,VALIDATION_PASSED,True,True,True,True,13,6,9,53091,231496,0.722328,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_next_permutation/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_next_permutation/trace.jsonl
no_challenge_rebuttal,quixbugs_quicksort,failed,"Patch tasks N6 and N7 failed due to timeout and token budget exhaustion. The single allowed replan has been consumed, and no further progress can be made within the budget constraints.",True,False,False,False,58,11,43,365935,617718,1.470444,deep,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_quicksort/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_quicksort/trace.jsonl
no_challenge_rebuttal,quixbugs_sieve,succeeded,VALIDATION_PASSED,True,True,True,True,17,7,12,63167,202128,0.427922,fast,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_sieve/result.json,reports/phase6/evaluation/phase6_quixbugs_final_v1/no_challenge_rebuttal/quixbugs_sieve/trace.jsonl
